code,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
600171,196.45,67380.77,67380.77,207940.31,158077,8071.95,80176.53,1.19,0.058,2.75,5.53,19980924
601011,321.33,130874.56,136750,867388.13,155590.38,203712.42,211757.95,1.55,0.018,3.12,2.48,20110309
608,0,74977.18,74991.32,996266.81,364713.91,2784,51115.2,0.68,-0.448,3.97,1.95,19960919
600261,24.31,145210.3,145210.3,524792.38,371831.88,106091.82,26515.85,0.18,0.244,2.11,3.76,20000720
300045,279,33617.71,55512,118512.95,77417.21,6367.4,13509.95,0.24,0.043,1.66,9.54,20100120
917,79.22,106209.43,141755.64,2143970.75,752328.88,595021.56,614536.06,4.34,0.151,7.58,2.11,19990325
600247,0,33644.16,33644.16,100876.56,87222.65,177.5,3034.87,0.09,-0.186,0.11,141.9,20001123
2550,43.03,81355.88,128000,286476.09,184381.27,9563.03,6661.31,0.05,0.144,1.85,4.47,20110218
600000,6.61,2051881.88,2161828,556428224,0,2097700,7467800,3.45,1.87,15.26,1.09,19991110
2712,70.63,8935.74,28608.57,258987.05,178002.73,624.08,65227.85,2.28,0.36,5.05,6.57,20140123
601801,34.76,182000,198920.45,1137088,925579.38,46201.06,242111.7,1.22,0.39,4.07,4.08,20100118
759,0,68057.9,68102.14,809047.69,297194.25,404640.47,107097.9,1.57,-0.257,4.1,2.03,19970519
603828,109.55,6012,18451.19,260758.88,205679.56,11459.3,53237.78,2.89,0.171,5.48,4.57,20150226
903,33.1,79060.13,79901.39,810064,488943.69,190295.13,184127.27,2.3,0.19,4.7,1.78,19990415
300450,67.57,16898.33,40800,217445.34,185622.81,18284.97,8291.88,0.2,0.375,1.98,17.1,20150518
2742,53.79,7095.75,21600,262421.16,144456.02,54221.61,46837.19,2.17,0.355,5.87,4.34,20150217
300152,0,71280,71280,324450.94,215194.45,31766.01,50663.28,0.71,-0.042,2.05,4.19,20101229
600887,18.67,603336.94,606480,3814654.5,1989913,1288002.88,248099.34,0.41,0.724,3.57,5.05,19960312
600036,6.54,2062894.5,2521984.5,556398976,0,3591400,6752300,2.68,2.067,15.72,1.15,20020409
600094,21.37,181283.69,247532.5,5130916,4523400,42929.21,585401.63,2.36,0.39,4.25,2.15,19970703
2504,31.37,38845.85,102580.04,536126.25,516301.66,1270.78,18667.13,0.18,0.219,1.05,8.73,20101118
600096,0,112213,132137.91,6780826.5,3118295,1921304.75,549653.13,4.16,-1.18,4.28,2.19,19970709
2404,55.39,39898.08,52065,217283.3,129092.82,33294.18,31861.72,0.61,0.127,2.43,3.87,20100511
600273,17.65,57999.83,130628.52,670689.31,189980.5,302496.44,141185.66,1.08,0.411,2.89,3.35,20030627
2015,0,38235.89,40070.37,31738.25,21733.71,6583.25,100786.63,2.52,-0.07,0.76,12.79,20040708
2010,83.48,41282.3,325781.47,1561380.63,956878.5,126043.36,593712.31,1.82,0.176,3.41,5.73,20040629
600580,63.36,111052.72,128889.96,1553214.75,872615.19,311061.31,187673.45,1.46,0.117,3.92,2.52,20020606
300518,140.62,2334,9334,108994.77,89643.28,2422.71,49044.05,5.25,0.9,10.91,12.85,20160624
2267,20.26,111207.54,111207.54,1048281.19,227797.41,638237.81,128990.01,1.16,0.372,4.68,2.15,20080813
300500,135.64,1500,6150,79305.38,64931.5,4779.1,43457.06,7.07,0.66,11.43,9.69,20160204
2390,65.02,73317.45,170489.56,1085721.38,594660.13,139586.84,388606.72,2.28,0.117,3.69,2.75,20100416
600059,64.5,80852.4,80852.4,424335.06,266061.53,121302.45,188044.94,2.33,0.119,4.78,2.13,19970516
603085,166.96,2875,11191.76,106968.22,76695.68,7764.62,62552.36,5.59,0.26,8.16,6.27,20150630
2595,22.2,46780.51,80000,372672.03,166423.7,102140.13,50634.4,0.63,0.707,4.22,4.97,20110628
541,35.66,97494.77,127213.28,615335.81,240295.91,44490.73,29633,0.23,0.22,3.96,2.65,19931123
600153,17.87,283520.06,283520.06,13548944,11834893,103604.6,243923.05,0.86,0.464,7.06,1.57,19980616
2549,486.67,56694.1,56700,116767.76,28162.14,67810.78,9877.46,0.17,0.017,1.53,7.2,20110218
300355,34.7,54442.71,100265.13,631185.19,498944.25,26116.2,88478.84,0.88,0.25,2.71,4.09,20120927
600770,269.09,110460,130000,630721.88,192938.63,156174.27,222064.3,1.71,0.031,2.64,4.27,19961120
2081,16.49,251846.2,264330.88,2651036,2220040.25,106167.55,15882.98,0.06,0.516,3.65,3.11,20061120
603020,35.2,19346,32000,207314.7,183494.92,12410.91,81064.86,2.53,0.488,5.6,4.08,20150325
600816,13.5,113527.45,176988.98,1159511.38,0,733.2,182709.94,1.03,1.306,4.52,5.2,19940128
600073,28.71,93772.95,93772.95,795166.19,502049.56,134427.06,169898.02,1.81,0.31,3.46,3.42,19970704
2028,28.22,57435.98,75548.45,613261.63,513003.34,58386.91,7196.31,0.1,0.315,5.39,2.2,20040805
600104,8.59,1102556.63,1102556.63,54494580,29309072,4209782.5,4098541.5,3.72,2.094,16.7,1.44,19971125
2084,65.59,40455.57,45631.62,195573.09,118795.6,47230.6,26294.15,0.58,0.137,2.54,4.73,20061124
300093,7588.86,21523.46,21600,127743.32,71900.43,46292.26,38683.3,1.79,0.002,4.04,6.13,20100708
2006,80.82,44290.58,45516,161955.45,111271.05,25050.77,26953.47,0.59,0.116,2.02,6.17,20040625
2381,67.28,21584.05,42850,248609.02,172085.81,47455,66297.77,1.55,0.14,3.8,3.31,20100402
603885,19.2,21500,128358.1,1749701.25,431462.41,788994.81,375271.66,2.92,1.05,5.95,4.24,20150527
2465,81.2,183967.39,214575.17,980125.19,618200.44,119352.57,259425.3,1.21,0.117,2.98,4.24,20100831
668,0,14668.83,14684.19,196979.73,194050.31,432.26,8046.56,0.55,-0.273,4.12,6.14,19961210
601567,37.82,101545.89,141880.69,1103779.88,637025.38,83574.35,320987.06,2.26,0.28,4.48,2.86,20110615
2767,136.66,3750,15000,75132.13,71172.38,1479.45,28725.41,1.92,0.217,4.25,9.31,20150612
2451,678.54,41220.25,43920,181547.02,63919.01,33944.71,6827.16,0.16,0.015,1.52,8.74,20100720
300091,110.7,36113.94,52250,256582.47,161122.47,76642.52,12905.17,0.25,0.096,1.7,8.33,20100625
300078,88.73,25346.08,41875,233520.27,95396.68,31899.09,60110.01,1.44,0.24,3.26,8.7,20100430
2806,222.64,2000,8000,54206.17,32981.15,15137.62,8258.58,1.03,0.24,4.31,16.55,20160726
2236,29.07,170870.7,289941.13,1293207.25,1095970.75,59975.6,58927.31,0.2,0.369,2.58,5.54,20080520
600894,11.06,85994.68,85994.68,934136.19,446223.59,104460.56,243765.72,2.83,0.98,7.77,1.86,19960328
600793,0,10530,10530,362327.94,57171.8,213963.02,10537.1,1,-0.443,0.03,886.29,19970220
600603,0,19464.18,19464.18,24238.81,10403.24,7374.66,54597.26,2.81,-0.172,-0.95,-15.21,19920113
300017,38.77,50610.92,79328.4,809832.63,707131.63,63227.6,370311.91,4.67,1.2,8.74,6.83,20091030
2454,30.34,22195.27,42212,440723.69,309440.94,40213.76,96223.7,2.28,0.377,6.3,2.42,20100720
607,91.44,48726.94,101769.84,279343.41,138146.2,23040.46,-23113.97,-0.23,0.125,1.64,9.27,19960830
600197,21.87,44100,44100,238665.05,181601.45,31424,20360.53,0.46,0.525,4.26,3.59,19990916
2544,461.1,51108.98,51576,333791.16,267713.59,50989.31,21657.85,0.42,0.05,2.41,12.81,20110128
300348,116.5,14168.3,29224,111921.45,60453.06,21084.81,30835.15,1.06,0.199,2.58,12.02,20120817
300272,66.46,20220.02,33182.14,173767.13,77554.8,23076.85,13414.62,0.4,0.181,1.94,8.26,20111102
300452,93.55,4042.7,9280,48772.53,33083.15,11725.98,11290.28,1.22,0.388,4.2,11.51,20150515
600093,30.73,32244.75,112244.75,1085126.63,1047489.5,31908.85,403888.31,3.6,0.396,5.34,3.04,19970626
2380,110.85,10470.83,23999.16,219325.5,176089.5,33852.3,138953.41,5.79,0.23,8.07,4.06,20100331
300089,49.9,24928.5,43480.01,222194.42,98099.34,17427.49,102578.18,2.36,0.29,3.98,4.21,20100625
600962,962.88,25402,26221,156486.63,86599.86,56859.4,52681.81,2.01,0.013,3.13,5.5,20040622
600539,0,23000,23000,91056.36,13139.25,67513.11,54635.78,2.38,-0.167,1.92,8.95,20010824
300121,31.97,26945.91,28922,137914.98,85858.06,41051.51,14129.26,0.49,0.43,2.12,8.33,20100917
600893,173.19,136750.09,194871.88,5044643.5,2919078.75,1082929.13,986155.13,5.06,0.154,7.73,4.61,19960408
2077,388.05,25199.25,58034.85,695044.94,376088.38,77700.06,281856.31,4.86,0.035,6.56,2.76,20061116
687,85.41,53143.28,75736.84,272592.59,141532.16,6104.53,83361.31,1.1,0.16,1.73,10.56,19970221
600270,17.58,90548.17,90548.17,867092,454574.31,74451.56,53847.19,0.59,0.79,8.07,2.29,20001228
2275,27.8,53200.41,59020,270205.91,142657.81,78094.85,69025.2,1.17,0.536,3.98,4.99,20090710
300124,35.2,126335.27,160403.89,635386.19,486144.69,62745.05,82128.9,0.51,0.429,2.77,7.28,20100928
600604,87.8,38154.46,93665.24,1169635.88,766119.5,3551.12,404218.31,4.32,0.21,6.1,3.36,19920327
2518,38.22,42526.37,44532.14,258939.16,194569.73,42768.87,58790.3,1.32,0.415,4.18,5.07,20101207
600694,14.96,29371.86,29371.86,1772802.25,1009908.38,554217.75,143618.2,4.89,2.206,23.49,1.87,19931122
300109,114.89,8444.17,17048.24,129796.22,41174.76,28204.22,84585.71,4.96,0.375,7.1,8.11,20100825
300015,53.16,78700.86,100717.93,388515.22,149706.63,74564.81,46697.46,0.46,0.465,2.62,12.58,20091030
600750,29.78,30000,30000,284575.84,154794.61,62047.8,54919.05,1.83,0.852,8.3,4.07,19960923
300042,106.96,11185.86,13360,90364.4,64799.28,4693.93,60245.71,4.51,0.251,6.47,5.53,20100108
603986,92.3,2500,10000,157778.95,142790.25,5694.47,66247.11,6.62,1.86,12.37,14.39,20160818
603936,133.83,4185,16735,182593.34,76570.57,79809.81,34337.15,2.05,0.234,5.5,7.6,20151209
603838,67.68,9728,26668,76049.25,53785.57,9057.19,13989.55,0.52,0.18,2.45,6.6,20150701
603778,89.02,5000,20000,157837.45,156061.52,1119.12,32313.55,1.62,0.249,4.57,6.48,20151231
603518,50.82,5562.75,14798,151679.72,128264.56,9916.75,74053.2,5,0.456,9.64,3.2,20141203
603399,0,49925.07,49925.07,262364.44,106679.81,52301.15,127822.17,2.56,-0.12,3.58,3.13,20120824
603001,26.67,34113,40098,531744.44,366967.63,43285.48,192974.38,4.81,0.638,10.09,2.25,20120426
601988,5.54,21076552,29438780,1785750272,0,18072500,14170800,0.48,0.44,4.38,0.77,20060705
601900,31.07,16910,81910,865504.13,612700.81,58747.8,108320.36,1.32,0.44,4.33,4.05,20160215
601798,514.26,35452.82,35452.82,287432.63,156194.47,100409.81,99695.71,2.81,0.019,5.55,2.31,20110622
601727,47.95,985140.13,1343115.63,17093546,13106269,1182665.5,950134.69,0.71,0.132,3.31,2.54,20081205
601588,25.29,266000,336702,6029748.5,5223719.5,247152.38,364889.72,1.08,0.126,3.41,1.25,20061016
601313,30.09,39718.25,39718.25,274465.47,189209.27,43814,34969.6,0.88,0.328,4.18,3.15,20120116
601288,5.01,29405530,32479412,1906410112,0,14948499,9877300,0.3,0.475,3.79,0.84,20100715
601116,51.08,40189.3,41075.87,275138.5,151902.02,101845.99,66753.46,1.63,0.187,3.84,3.31,20110302
601101,0,119999.82,119999.82,2068732.38,375892.09,585423.88,323487.13,2.7,-0.096,5.41,1.21,20100331
601006,15.3,1486679.13,1486679.13,11930768,2016121.75,6747523,2473876,1.66,0.346,5.89,1.2,20060801
601005,0,190171.38,443602.25,3737840.5,305578.91,2992028.5,707750.63,1.6,-0.697,0.3,8.48,20070228
600986,36.25,45237.32,86888.64,844675.81,544770.75,10004.35,252308.47,2.9,0.348,4.73,3.56,20040426
600890,0,57919.48,57919.48,34978.68,21993.23,1067.9,2033.78,0.04,-0.034,0.53,21.2,19960318
600876,0,25001.82,52676.69,128589.06,48822.87,66292.96,144932.17,2.75,-0.135,0.79,32.36,19951031
600868,128.72,189814.88,189814.88,252784.52,21876.75,170385.72,41539.76,0.22,0.04,1.18,5.77,19940912
600859,21.61,60159.85,77625.03,1705000.75,961770.5,272463.91,582840.56,7.51,0.73,13.21,1.23,19940506
600857,101.4,22431.99,22431.99,79274.74,41638.57,12228.82,6507.8,0.29,0.147,2.8,7.07,19940425
600855,846.16,33011.44,33161.73,173479.63,140718.41,5371.15,26077.32,0.79,0.026,2.56,11.29,19940425
600797,77.24,82171.2,91404.32,425487.75,284199.38,9417.62,40098.48,0.44,0.175,2.38,7.55,19970418
600791,107.18,45231.37,45288,506633.56,458604.69,1596.83,13215.23,0.29,0.061,3.36,2.58,19970130
600787,31.81,185982.84,219980.09,1895579.63,1243190,200610.31,356833.25,1.62,0.196,4.1,2.02,19970121
600773,195.71,69314.77,72921.36,963438.81,892990.31,16366.98,115123.86,1.58,0.06,3.46,4.53,19961108
600768,0,13374.71,13374.71,67074.13,39340.84,19760.88,404.11,0.03,-0.143,0.2,121.32,19961111
600764,321.03,32972.69,32972.69,90179.96,30543.09,8351.53,3656.28,0.11,0.063,1.53,17.61,19961104
600760,0,34494.03,34494.03,167254.61,80070.95,36117.51,55842.28,1.62,-0.05,1.09,8.93,19961011
600747,0,106432.84,146432.84,253665.66,225884.55,7845.63,99619.9,0.68,-0.036,1.36,3.82,19960916
600733,0,7560,19758.59,41604.4,32402.1,1547.29,7322.18,0.37,-0.032,1.07,46.77,19960816
600725,0,61623.5,61623.5,576537.38,122826.13,343038.13,181134.06,2.94,-1.611,-4.6,-1.24,19960702
600689,0,15220.41,20099.13,75551.36,42735.2,6224.06,21178.32,1.05,-0.023,1.61,12.35,19931108
600687,55.1,107853.95,148871.53,1178534.13,944282.88,46208.84,292317.84,1.96,0.223,3.67,4.47,19931108
600675,23.64,186705.94,186705.94,3472957.5,2939687.75,20375.84,3959.48,0.02,0.16,1.56,3.24,19930924
600671,0,12172.04,12177.88,29730.75,10869.78,9675.38,5093.78,0.42,-0.004,0.47,64.41,19930823
600663,44.42,244455.13,336183.13,5729800,1386727.88,44168.09,84704.55,0.25,0.402,4.2,5.68,19930628
600652,302.58,64379.35,83270.35,252697.72,56407.98,3077.37,89066.07,1.07,0.034,2.49,5.5,19901219
600636,0,42613.17,44694.19,416481.06,195312.61,137579.88,149913.05,3.35,-0.419,5.82,2.38,19930316
600621,32.75,52408.23,52408.23,437686.66,279211.34,14283.45,21753.25,0.42,0.273,3.72,3.21,19921202
600608,0,31837.14,32886.14,30134.23,26200.96,3236.21,43903.6,1.34,-0.065,-0.03,-414.51,19920327
600597,30.61,122430.2,123063.67,1539533.63,682660.69,560438.19,177431.22,1.44,0.346,3.99,3.54,20020828
600577,35.64,141913.13,195532.42,464126.91,303377.16,87776.36,2283.4,0.01,0.088,1.45,2.89,20020911
600558,112.65,82872.46,89760.47,263382.38,128575.7,42554.55,44795.98,0.5,0.043,2.06,3.15,20010227
600552,83.94,35899.46,38352.48,483708.66,296321.69,111538.47,135707.34,3.54,0.165,6.06,3.04,20021108
600548,15.67,143327.03,218077.03,3178979.5,729452.44,107282.27,227435.16,1.04,0.434,5.77,1.57,20011225
600545,0,67578.57,67578.57,977740.88,727717.88,29859.5,56168.73,0.83,-0.329,2.71,2.53,20031203
600530,37.29,78000,78000,259847.09,43257.12,8384.65,6028.71,0.08,0.174,2.1,4.12,20010702
600527,350.12,80208.93,80208.93,167936.52,98387.97,55507.56,12841.95,0.16,0.014,2.01,3.28,20031127
600525,30.32,110699.7,131801.81,1447613.63,632789.81,99223.75,204889.05,1.55,0.39,5.06,2.75,20021202
600480,27.06,36171.48,45093.42,969912.13,591342.69,208617,173939.25,3.86,0.416,7.69,1.95,20030815
600462,866.86,53378,53378,43638.67,32587.31,2409.04,64306.44,1.2,0.007,0.54,15.74,20030903
600432,0,81112.15,160372.39,1623786.13,416592.06,872208.63,627615.56,3.91,-0.377,2.91,2.47,20030905
600420,59.23,28773.33,28773.33,422365.34,191288.02,172284.61,7200.67,0.25,0.382,4.95,6.1,20040616
600408,0,100680,100680,655841.69,283544.09,323342.94,146303.84,1.45,-0.44,1.1,5.22,20030212
600390,52.03,45125.64,45125.64,325997.81,211997.52,80731.5,117052.45,2.59,0.216,2.81,5.32,20010115
600346,26.47,66778.68,282568.69,1994108.38,874324.31,1003272.88,90722.06,0.32,0.26,1.89,4.4,20010820
600331,187.5,103200,203200,1008709.63,391164.25,256284.91,307823.06,1.51,0.025,2.29,2.78,20011220
600325,30.25,81704.56,116904.56,11819542,11162634,68179.57,562723.19,4.81,0.325,10.31,1.27,20040225
600319,0,31559.4,31559.4,190628.63,70503.43,101011.93,71594.9,2.27,-0.33,-0.82,-11.87,20010326
600312,19.54,81896.61,135692.13,1250127.25,873724.19,207965.02,302354.59,2.23,0.643,5.65,2.96,20010221
600301,0,23514.81,23514.81,83755.61,42668.78,4553.24,110156.82,4.68,-0.14,0.96,14.06,20000712
600285,17.49,53543.46,59232.07,306888.63,151063.05,52570.48,55165.9,0.93,0.58,3.5,3.8,20001018
600272,277.01,16000,24300,100081.56,39505.34,16775.61,1340.93,0.06,0.058,1.95,11.07,20010228
600255,0,176959.34,176959.34,465550.16,239050,118999.86,115910.88,0.66,-0.045,1.75,2.51,20001122
600242,0,26730.28,41801.12,333657.94,116489.38,125157,160147.75,3.83,-0.015,3.08,5.52,20001207
600239,0,107045.79,107045.79,5013340.5,4403510.5,44643.26,185048.45,1.73,-0.46,3.57,1.66,19991202
600233,82.46,33000,282122.97,1021228.19,649806.81,121917.85,594119.19,2.11,0.43,2.78,13.67,20000608
600228,0,24132,24132,48351.09,15809.5,24997.51,33596.65,1.39,-0.098,0.15,95.21,19990119
600225,0,62255.28,93549.25,1577831.13,1405618.88,14360.98,114847.55,1.23,-0.566,1.45,4.58,20000127
600223,57.09,100096.79,100096.79,4207260,4124179.5,43742.23,29922.19,0.3,0.078,2.21,2.69,20000113
600212,69.2,51169.71,51169.71,81711.78,27011.49,12542.03,44167.53,0.86,0.108,1.42,7.02,19990817
600209,0,42634.5,43901.12,93089.4,25079.32,18355.5,11838.65,0.27,-0.11,1.53,7.28,19990325
600207,3999.18,69000,86295.59,244005.95,118144.67,72502.1,287230,3.33,0.002,2.18,4.52,19990714
600189,72.37,31050,31050,415613.03,139862.61,38694.15,71549.46,2.3,0.125,4.57,2.64,19981007
600178,57.45,46208,46208,411945.47,209152.13,28719.2,85994,1.86,0.155,3.94,3.02,19981014
600163,74.55,75362.39,99946.52,297973.41,66093.71,197208.52,209174.42,2.09,0.059,1.53,3.81,19980602
600151,126.25,125017.99,143425.23,1384658.5,676655.56,430376.41,468947.09,3.27,0.07,4.27,2.57,19980605
600145,88.67,149110.03,149110.03,93423.4,93406.02,9.7,150109.02,1.01,0.016,0.42,4.44,19990923
600129,6.66,42689.39,42689.39,976633.69,517226.84,176929.02,21943.88,0.51,2.179,3.73,5.19,19971118
600110,375.85,115031.21,115031.21,541484.94,272628.47,184001.75,67816.81,0.59,0.024,1.62,7.33,19971007
600091,73.16,33652.6,43741.25,127934.11,88097.81,1196.2,167037.94,3.82,0.117,2.12,5.38,19970704
600089,12.61,319962.44,324348.09,7701061.5,4708750.5,1730929.75,821523.06,2.53,0.545,6.99,1.31,19970618
600075,17.09,43859.19,69465.88,894971.38,268541.5,562901.94,161475.3,2.32,0.8,5.49,2.39,19970617
600071,0,23747.25,23747.25,98892.02,55710.78,34473.96,10380.05,0.44,-0.205,1.93,15.73,19970528
600069,0,82537.4,124910.29,519011.09,179731.47,198258.95,183992.23,1.47,-0.086,1.85,5.69,19970430
600063,60.54,152011.31,164589.45,844718.81,170060,337778.47,59880.88,0.36,0.061,2.27,2.17,19970528
600021,23.01,213973.92,213973.92,5454674,810307.75,2984043.5,420322.91,1.96,0.382,4.96,2.37,20031029
600015,6,1068557.25,1068557.25,227372320,0,1097500,2876100,2.69,1.368,12.01,0.91,20030912
300567,0,0,0,51417.94,45050.75,2701.75,1694.79,0,0,0,0,0
300537,120.31,2500,10000,56504.05,46467.51,6523.21,21955.5,2.2,0.304,4.69,10.4,20160830
300513,1457.23,1906,7616,60794.36,58297.01,437.55,26995.9,3.54,0.06,6.66,14.32,20160530
300510,170.3,4360,17384.19,77652.7,64807.43,10773,18981.97,1.09,0.21,3.3,12.41,20160506
300496,160.1,9771.82,40305.96,165956.27,131984.06,3908.56,59849.96,1.48,0.245,2.63,19.87,20151210
300480,205.16,6375.66,18481,50173.6,45269.43,3088.18,10779.87,0.58,0.081,2.47,9,20150702
300477,111.25,12036.45,27976.84,184319.88,128295.45,7827.63,16785.63,0.6,0.167,3,8.29,20150610
300473,65.31,4674.83,10000,191418.05,149032.56,29737.09,99233.36,9.92,0.897,14.91,5.24,20150612
300466,305.85,9540,29685.56,132869.86,59817.38,16894.48,60295.8,2.03,0.073,3.64,8.19,20150528
300463,45.12,27460.97,55800,266027.59,191746.97,29318.9,60094.32,1.08,0.44,3.92,6.76,20150528
300459,149.27,38508.35,158126.06,521047.81,180933.61,23652.57,295599.5,1.87,0.15,3.08,5.59,20150515
300449,433.71,7191.7,14418.4,89612.95,81347.4,713.58,31700.5,2.2,0.084,4.46,10.85,20150422
300427,326.53,8808.17,28374.4,71371.2,61974.95,6465.31,445.05,0.02,0.05,1.98,11.06,20150217
300410,178.35,4875,18112.08,143008.63,67046,10642.75,73103.31,4.04,0.23,6.42,7.98,20141231
300398,108.21,3599.76,10400,104105.11,45282.51,31774.23,29300.68,2.82,0.514,7.37,10.07,20141009
300382,91.06,3963.55,12509,122447.55,90991.72,23347.3,50487.18,4.04,0.46,7.8,6.73,20140129
300374,289.37,11010.69,19468,139894.63,86575.65,29546.86,25918.93,1.33,0.061,3.95,6,20150319
300353,126.14,20049.9,51693.82,231579.47,92693.68,12466.21,131086.91,2.54,0.14,3.89,5.67,20120927
300324,87.23,55998.44,99996.63,260900.27,144251,11605.51,10535.16,0.11,0.26,1.53,15.27,20120608
300323,39.95,67500,83568.4,631617.31,257406.88,228297.8,216950.27,2.6,0.19,3.98,2.26,20120601
300311,101.65,20113.57,44833.12,167962.19,56413.6,11510.37,50372.05,1.12,0.156,2.65,8.01,20120425
300300,228.73,25863,45939.37,312746.91,201781.81,7115.56,138303.84,3.01,0.11,4.77,6.39,20120319
300293,2269.76,26813.14,27000,87579.86,63344.23,15553.55,15907.65,0.59,0.005,2.4,6.69,20120308
300276,771.16,19985.42,37440,91938.38,61662.86,4580.16,4126.95,0.11,0.018,1.59,11.4,20111115
300273,51.89,55940.76,78782.35,418480.59,202538.77,14248.75,95731.34,1.22,0.289,3.12,6.4,20111026
300268,0,13400,13400,23410.85,4430.75,5438.99,37698.46,2.81,-0.061,1.47,16,20110927
300243,103.37,13260.95,20615.23,116783.1,65784.24,24632.01,4168.81,0.2,0.11,2.35,6.45,20110712
300231,58.97,26176.24,34250.94,94196.92,77534.88,9745.57,13271.55,0.39,0.259,1.65,12.35,20110615
300223,674.16,9833,16640,111949.9,85619.11,7204.36,73341.71,4.41,0.049,6.57,6.7,20110531
300219,39.64,53189.42,67097.57,330767,177953.73,71817.18,64768.58,0.97,0.3,2.84,5.37,20110518
300213,82.33,15629.54,28733.25,173207.2,97339.96,16246.92,25631.89,0.89,0.255,3.54,7.91,20110505
300200,52.75,20331.5,21360,84229.25,60830.85,20621.51,41798.75,1.96,0.243,3.64,4.69,20110407
300190,73.26,32553.92,40812.08,432361.09,278842.5,26376.1,198412.41,4.86,0.19,6.77,2.55,20110316
300180,81.93,29994.17,47500,340038.13,99621.49,178164.77,148253.75,3.12,0.17,5.49,3.12,20110222
300179,193.38,32464.83,47826.55,84584.68,51948.98,17609.85,6452.71,0.13,0.03,1.53,5.04,20110215
300165,74.03,29524.64,46176,176588.38,142885.47,12729.82,76782.93,1.66,0.114,3.3,3.42,20110125
300150,0,32706.1,54000,158606.3,132169.02,2693.42,72866.55,1.35,-0.033,2.66,3.74,20101222
300149,109.08,42126.87,42210,77832.92,49332.56,13819.25,8020.37,0.19,0.128,1.8,10.34,20101222
300143,210.87,10603.04,28233.71,258633.66,100053.71,38315.45,215940.41,7.65,0.13,7.56,4.07,20101209
300123,353.79,27409.63,30172.53,208355.2,100266.9,55272.63,62924.66,2.09,0.032,3.57,4.23,20100928
300120,249.43,16474.77,20454.59,74078.1,32810.01,36969.45,30486.7,1.49,0.043,2.9,4.92,20100917
300116,222.59,30764.94,121626.22,1729511.25,1059721.5,173963.44,611135.75,5.02,0.15,6.17,3.34,20100902
300111,82.55,111635.5,111980,300860.97,135612.47,146313.61,21401.97,0.19,0.045,1.17,4.17,20100827
300100,41.71,27072.4,39795.12,492403.91,220126.22,117232.88,103469.38,2.6,0.611,5.88,5.78,20100806
300088,59.16,109934.78,114943.99,604204.5,232237.97,167606.84,130620.75,1.14,0.2,3.16,4.99,20100526
300080,842.47,50167.05,50280.39,596989.13,383445.91,121599.75,243110,4.84,0.007,6.41,1.21,20100625
300076,0,36791.73,42400,114239.72,74432.68,23108,45615.06,1.08,-0.004,2.51,6.08,20100430
300053,181.47,44103.64,57790.05,154210.56,83265.43,13412.1,45503.71,0.79,0.063,2.21,6.9,20100211
300047,221.76,26184.65,35771.51,303903.06,223425.75,20226.76,105237.36,2.94,0.07,5.27,3.78,20100120
300027,41.57,189075.19,278603.63,1965461.75,882312.13,35369.87,279416.88,1,0.223,3.37,3.68,20091030
300006,115.32,58430.12,81224.11,258716.7,96658.86,84606.77,58472.26,0.72,0.058,2.05,4.34,20091030
300004,297.5,38299.17,50921.89,358980.41,124131.27,93716.25,214456.84,4.21,0.043,5.96,2.86,20091030
2798,169.06,2160,8637.74,62282.3,46155.55,12196.42,22951.57,2.66,0.35,6.49,10.32,20160525
2779,116.39,3300,13200,72419.22,52904.55,8283.36,19537.85,1.48,0.26,4.65,8.67,20151209
2745,46.04,7849.97,52832.78,1256778.5,760813.19,380035.19,310465.53,5.88,0.65,9.63,3.79,20150217
2725,73.04,5296,16000,100719.31,47407.1,30881.53,39317.05,2.46,0.232,5.63,4,20140129
2721,115.57,25635.49,64803.6,1084260.38,859018.19,40582.8,91209.21,1.41,0.126,3.27,5.94,20140127
2686,55.08,28320.63,41213.5,163195.38,84416.75,43418.65,11275.12,0.27,0.227,2.26,7.37,20120703
2659,0,31099.38,49856.69,387981.5,208668.06,35019.71,172352.41,3.46,-0.13,4.58,4.75,20120309
2642,205.37,34380.66,63576.94,448285.19,234534.88,21969.74,238218.34,3.75,0.089,5.71,4.28,20111220
2640,79.16,75818.64,142911.03,638609.63,482075.44,9711.37,249262.95,1.74,0.21,3.06,6.57,20111208
2638,157,93146,93667.5,338015.56,257839.38,30418.35,77214.07,0.82,0.052,2.43,4.51,20111125
2635,39.75,21159.96,38885.32,317206.88,185144.63,78521.3,125488.86,3.23,0.687,6.39,5.7,20111125
2629,0,33730.69,41194.8,67433.8,47628.89,8515.4,8860.48,0.22,-0.099,1.47,8.89,20111103
2608,0,34703.91,37485,136211.13,136211.13,0,51993.1,1.39,-2.775,-16.75,-0.64,20110810
2606,95.06,14195.55,20400,139233.38,83302.84,42048.31,33052.15,1.62,0.321,3.99,10.2,20110805
2593,88.3,45608.41,69930,349153.91,240263.8,74343.82,73066.36,1.04,0.1,2.54,3.07,20110628
2585,51.07,53859.23,71732.77,589242.19,269945.13,171283.27,363673.84,5.07,0.157,7.42,1.44,20110602
2584,84.52,25943.76,58521.64,230862.7,137418.42,44810.93,68319.11,1.17,0.19,2.89,5.5,20110602
