code,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
2258,33.52,52406.76,52437.3,290748.28,109695.63,127967.47,81014.02,1.54,0.257,3.74,3.07,20080708
600072,0,47842.96,61535.57,217742.22,120658.36,70286.86,44359.17,0.72,-0.104,2.34,6.45,19970603
2135,123.72,67119.45,85453.21,825019.19,601958.19,138044.92,91545.22,1.07,0.048,2.83,2.8,20070530
600095,0,36126.35,36126.35,107314.4,69543.24,18238.02,26740.84,0.74,-0.032,1.94,5.96,19970708
600486,27.4,30989.89,30989.89,513369.84,376501.84,89482.3,81536.68,2.63,0.95,10.65,3.26,20020425
600190,162.91,133898.05,200229.16,1245139.25,223529.97,843677.88,266351.25,1.33,0.02,2.94,1.48,19990609
300327,83.63,18738.53,19068.16,79619.06,74506.77,3056.7,35316.6,1.85,0.38,3.41,11.52,20120613
600256,104.02,522142.47,522142.47,4184960.75,407205.72,1265039.63,70353.8,0.13,0.032,2.13,2.06,20000526
300462,100.37,5498.64,13776,77531.93,73379.36,1466.65,19802.05,1.44,0.283,3.94,9.61,20150527
300435,78.51,8193.26,24480,104074.77,90869.25,7812.49,15740.88,0.64,0.32,2.81,7.27,20150326
2353,124.87,67382.03,95785.39,1011738.88,738436.31,167407.55,369801,3.86,0.109,8.18,2.23,20100205
2502,53.97,45466.32,85982.89,372217.94,144044.8,19712.9,189005.72,2.2,0.183,3.79,3.47,20101117
600811,30.94,166680.53,285736.63,4046090.5,2317200,220005.8,960990.5,3.36,0.23,6.76,1.08,19940106
939,63.67,94117.6,150729.23,3602557.25,1145824.88,1248755.5,399835.34,2.65,0.112,5.02,1.9,19990923
2101,38.22,24801.33,24802.3,351204.19,150774.98,118704.21,116423.35,4.69,0.5,8.47,2.87,20061229
300259,68.94,25807.99,53550.17,187541.52,141950.11,24609.95,71170.28,1.33,0.15,3.15,3.75,20110831
600157,89.72,459565.47,1242579.5,9470169,1998311.25,1926364.75,907883,0.73,0.037,1.9,2.33,19980513
600705,26.97,746539.69,897632.56,12382733,6079458.5,457200.84,407218.16,0.45,0.186,2.39,2.8,19960516
2035,36.32,33514.17,36318.12,324961.69,221878.02,57566.88,40460.23,1.11,0.56,4.37,6.15,20040901
600983,25.89,53280,76643.89,850750.19,694372.5,85948.86,171083.8,2.23,0.325,6.05,1.86,20040727
300487,84.93,3295.94,8095.75,83921.3,58222.38,4876.85,40293.03,4.98,0.551,8.7,7.17,20150702
600167,28.29,21100,68014.92,535906.75,154947.52,242022.77,7591.62,0.11,0.438,3.07,5.39,19990128
2018,72.81,227782.75,227782.75,886758.31,757473.13,21007.42,9448.99,0.04,0.093,1.34,6.74,20040713
777,142.14,38335.89,38341.76,178612.84,112264.9,29935.5,25943.24,0.68,0.123,3.21,7.27,19970710
300218,63.59,16849.02,21698.69,184025.31,66444.11,100203.81,36064.51,1.66,0.222,4.59,4.1,20110518
600449,42.77,47818.1,47818.1,765917.88,233076.72,470955.81,203367.38,4.25,0.185,8.9,1.19,20030829
600213,60.21,22000,22000,352354.88,319247.63,24947,34209.4,1.55,0.197,0.5,31.55,19990831
600614,76.06,117955.72,175277.38,859121.69,443345.41,140974.13,255651.91,1.46,0.112,2.69,4.21,19920828
300376,42.16,12532.37,57595.85,747230.88,564627.75,133305.09,191163.63,3.32,0.53,6.02,4.4,20140127
600175,174.05,144803.31,357648.88,1685692.38,858810.5,17240.23,647854.44,1.81,0.03,3.02,1.75,19990408
600648,27.95,93479.15,113534.9,2781033,1520768,102951.13,376026.97,3.31,0.549,8.21,2.49,19930504
300212,113.51,30502.59,36978.62,515572.91,405776.72,13650.74,156907.81,4.24,0.225,6.74,5.06,20110505
601003,59.09,256279.31,256279.31,2108668.75,1040353.81,997649.5,20843.6,0.08,0.048,1.78,2.13,20070227
600114,45.07,38113.55,39076.55,252222.66,99436.56,101916.63,86801.15,2.22,0.29,4.18,4.01,20040511
601226,488.98,36750,115500,834652.38,698027.81,97618.1,122008.38,1.06,0.014,3.11,2.95,20141211
300395,51.63,13968.66,19680,98334.06,57390.61,22129.75,20484.17,1.04,0.378,3.96,6.57,20140910
958,22.25,25047.96,55113.66,509364.66,87569.38,374369.06,181381.22,3.29,0.516,4.74,3.23,19991223
300337,685.33,70809.42,82192,253193.67,99243.05,131650.94,57138.86,0.7,0.013,1.87,6.16,20120718
2040,146.53,24587.19,24587.19,106676.6,13183.54,33265.55,20872.77,0.85,0.086,2.8,6.03,20050325
300266,117.13,40191.78,50856.01,504678.19,295380.28,43958.64,190580.77,3.75,0.35,5.86,7.99,20110927
600723,23.74,65806.95,65840.75,628891.38,462040.56,80414.8,82504.47,1.25,0.315,5.15,1.94,19960716
600736,28.29,113895.09,119429.29,2035367.25,1438423.63,168361.42,179817.19,1.51,0.245,4.35,2.12,19960815
36,16.6,112826.02,114158.77,973327.63,848725.13,27759.55,24255.48,0.21,0.42,2.19,4.21,19940617
601985,21.54,424125,1556543,27634602,3347828.5,11648776,1289417,0.83,0.242,2.57,2.7,20150610
27,15.42,396449.16,396449.16,6045412,1612276.63,1941115.75,431999.91,1.09,0.337,5.4,1.28,19930903
2012,0,46762.55,46762.55,168048.95,90679.28,62116.23,27206.22,0.58,-0.034,2.49,4.35,20040705
2466,23.98,98585.7,99442.21,909799.19,314452.13,150889.86,263052.03,2.65,1.22,4.36,8.87,20100831
601007,87.85,30000,30000,307614.59,86562.05,134315.81,40387.53,1.35,0.119,4.64,3,20070406
300195,53.02,17210.27,33732.44,351267.19,160486.06,53794.01,146488.81,4.34,0.263,7.19,2.59,20110329
2117,54.01,36367.08,36377.76,193638.81,109304.67,59465.98,37918.1,1.04,0.41,3.99,7.38,20070302
600836,4498.63,65302.41,66275.29,327177.19,210894.52,58898.56,10020.8,0.15,0.002,1.32,7.1,19940224
600666,150.51,49669.83,76707.89,595337.19,189233.06,108498.85,125088.15,1.63,0.14,2.9,9.67,19930712
300117,76.33,71566,71676,443029.44,367424.53,40284.59,14981.13,0.21,0.069,1.95,3.59,20100902
603988,163.23,2240,8000,81843.36,66659.53,6876.68,32804.26,4.1,0.308,8.08,8.29,20141104
600720,22.26,77616.27,77629.03,1166319,346064.47,674285.69,134024.63,1.73,0.263,6.32,1.23,19960716
601163,46.13,20000,80000,1293389.63,761960.31,387679.5,412397.31,5.15,0.92,9.48,4.6,20160909
600116,35.49,88800.54,99300.54,468009.34,127876.11,227069.47,76289.71,0.77,0.199,2.43,3.87,19970804
2240,0,41992.25,49070.39,226643.02,84999.82,124733.2,95953.97,1.96,-0.118,2.72,4.92,20080523
600685,4441.62,54933.58,141350.64,5091487,3641800.5,1028224.63,686758.5,4.86,0.005,7.27,3.8,19931028
600426,17.21,123971.25,124652.45,1245443.63,171176.73,805189.88,236419.22,1.9,0.517,6.36,1.87,20020620
600581,0,76644.89,76644.89,1764611.75,232870.55,1429367.75,104487.18,1.36,-0.72,-1.89,-2.93,20020816
61,75.48,169152.66,169696.41,1685856.75,316541.94,243724.2,262531.09,1.55,0.126,2.93,4.33,19970110
600792,0,95202.89,98992.35,560598.19,124506.15,250888.3,183699.97,1.86,-0.025,2.75,2.31,19970123
2592,78.31,12877.49,28333.11,249874.25,113545.63,24279.98,119789.11,4.23,0.32,7.18,4.65,20111111
600616,78.5,48803.76,51461.92,226179.72,138785.88,37343.42,52993.75,1.03,0.107,3.86,2.9,19920929
2483,51.29,35923.89,42027.98,452409.31,263823.91,100966.38,183161.94,4.36,0.187,5.75,2.23,20100929
600208,44.68,763663.38,859934.38,9613196,7521103,22860.67,768068.94,0.89,0.081,2.67,1.8,19990623
826,30.84,84706.97,85429.75,2094905.75,722777.94,147762.86,225013.34,2.63,0.838,8.67,3.97,19980225
600258,28.4,23140,23140,1730173.75,182856.63,272058.81,4449.81,0.19,0.678,5.31,4.84,20000601
2457,380.44,26374.15,33499.19,278021.13,153614.75,41549.8,82361.43,2.46,0.024,5.33,2.26,20100803
600696,0,34056.55,34056.55,87192.36,80625.53,499.81,4094.84,0.12,-0.122,1.36,9.47,19931206
300142,0,108615.85,153743.7,665571.94,243450.97,72917.21,102159.06,0.66,-0.17,1.48,7.59,20101112
685,17.14,99745.07,147511.14,1479288.13,207666.7,155750.8,206650.16,1.4,0.494,7.46,1.51,19970123
603738,123.1,1668,6668,75663.43,53462.05,19094.81,26720.73,4.01,0.79,7.89,12.3,20160928
600200,168.68,56501.53,72189.2,596056.06,387463.34,64814.4,144290.7,2,0.09,4.27,4.4,19990401
2131,47.58,68723.28,160669.84,1078438.25,440496.41,40696.76,458203.09,2.85,0.29,4.66,3.69,20070427
2140,63.65,43922.6,44603.44,571874,516897.34,21497.65,9062.87,0.2,0.184,4.57,3.42,20070712
300394,60.77,6801.41,18585,77173.45,53361.55,16159.61,22141.35,1.19,0.478,3.9,9.93,20150217
600017,41.25,307565.38,307565.38,1940392.75,296308.41,1076051.13,295582.47,0.96,0.075,3.37,1.22,20061017
2170,50.25,64613.37,89004.75,410930.28,116852.38,150000.13,34961.18,0.39,0.148,2.22,4.48,20070919
600875,0,199690.03,233690.03,8738829,7540305,753237,882851.69,3.78,-0.456,9.35,1.07,19951010
676,92.16,31400.86,96571.07,625981.31,332109.69,947.6,350406.63,3.63,0.25,4.58,4.18,19961224
601222,33.78,142310.55,174253.19,1156833.13,638903.06,389986.06,450961.94,2.59,0.21,4.59,1.99,20110808
300066,51.49,93838.46,104003.32,172026.16,112343.07,26118.17,6826.49,0.07,0.109,1.39,5.41,20100326
2011,131.85,83980.42,91721.21,1150186.13,510447.91,158320.36,212344.27,2.32,0.062,4.88,2.23,20040705
300257,143.11,81868.27,85800,515036,325736.56,86858.8,150788.16,1.76,0.088,3.96,4.24,20110819
600780,45.59,114650.25,114650.25,1013560.88,244807.42,527218.06,113974.61,0.99,0.097,4.12,1.43,19961205
600158,624.08,65749.53,84373.53,379203.81,344297.81,10416.58,2380.65,0.03,0.024,1.84,10.99,19980327
300224,74.21,48471.82,50621.73,296215.97,200949.47,45927.34,95338.43,1.88,0.222,4.29,5.12,20110531
603123,75.96,36839.48,52414.42,510222.69,180584.91,205716.22,173578.56,3.31,0.109,5.51,2,20120503
600716,504.31,74060.06,93606.06,1019552.63,936628.19,1359.2,147961.44,1.58,0.013,3.7,2.29,19960702
600038,63.16,58947.67,58947.67,1928993.38,1564036.38,244209.25,423271.94,7.18,0.515,11.41,3.8,20001218
300007,84.7,22364.56,29302.27,352660.78,151596.56,55322.86,58626.55,2,0.204,4.31,5.33,20091030
300118,15.79,46780.91,67459.39,1099886.5,733184.19,247755.67,225961.7,3.35,0.8,5.42,3,20100902
600297,17.6,183982.84,550040.06,10888002,6250284.5,1098631.75,815432.94,1.48,0.364,4.18,2.05,20001116
2225,70.85,58261.35,88086.82,502369,356586.63,66029.53,97142.15,1.1,0.072,2.95,2.31,20080425
600479,67.95,30481.91,34875.58,297886.56,211528.8,40951.01,66081.65,1.89,0.189,4.77,3.59,20040312
2351,95.91,27990.39,58800,188746.7,142253.13,21071.82,71787.02,1.22,0.107,2.92,4.68,20100205
600518,25.78,439742.91,494722.38,5300697.5,4287158,481593.94,1133456.63,2.29,0.56,5.76,3.13,20010319
600598,18.7,177767.98,177767.98,793724.94,348846.06,371520.44,242022.13,1.36,0.448,3.32,3.36,20020329
2150,52.22,25020,25020,94302.78,63385.23,24919.53,4534.43,0.18,0.26,2.59,6.99,20070810
600835,13.9,80650.42,102273.92,3122660.75,2613033.75,155312.73,204037,2,1.117,8.76,2.36,19940224
2314,24.53,73764.14,187753.03,1315256.75,1133198.38,83121.43,280576.41,1.49,0.265,2.99,2.9,20091203
600822,349.3,39614.78,49597.28,212945.88,139418.73,39753.23,168019.7,3.39,0.033,1.07,14.63,19940204
300106,0,21029.88,21133.23,251244.27,123251.67,66315.06,62071.41,2.94,-0.273,4.65,4.1,20100820
600778,0,31108.66,31149.13,662894.81,227609.45,207110.02,40360.45,1.3,-0.537,4.59,2.45,19961203
591,37.05,24127.52,136686.28,2919979.5,814212.75,1631081,806268.56,5.9,0.34,8.09,1.82,19960208
2469,123.74,46342.32,50326.28,152072.84,131013.63,12431.1,15171.95,0.3,0.058,2.38,4.02,20100908
2058,0,14341.82,14344.83,20823.86,16744.07,2412.84,37.47,0,-0.003,1.27,20.61,20060802
600240,14.01,142425.34,142425.34,1820353.63,848361.31,20496.6,28096.43,0.2,0.609,3.73,3.05,20000628
810,37.28,40788.39,103455.82,617473.81,517063.09,63902.6,2945.9,0.03,0.335,2.3,7.25,19980602
2444,30.72,93140.78,107524.77,710693.13,482343.94,70573.06,192518.27,1.79,0.429,5,3.51,20100713
2204,111.25,193137,193137,1699319.75,1281585.25,319295.13,240572.72,1.25,0.03,3.42,1.28,20080116
600979,33.43,71789.21,94789.21,769115.69,205387.06,460408.84,183273.75,1.93,0.2,3.41,2.32,20040906
2295,366.45,18251.65,25160,137778.92,102809.52,18154.09,61615.55,2.45,0.036,4.22,4.17,20090929
554,1157.82,36264.96,48079.32,105191.07,11325.69,43323.81,18721.27,0.39,0.006,1.9,5.11,19931215
2395,137.52,17878.63,17880.59,118138.27,78435.96,28516.23,42731.48,2.39,0.135,4.62,5.36,20100429
600653,0,174638.03,194638.03,906356.31,435491.59,170154.34,34654.98,0.18,-0.087,1.1,4.01,19901219
32,83.84,27943.58,42225.41,197198.23,139456.38,11188.51,26071.23,0.62,0.135,3.39,4.46,19931028
932,0,301506.59,301565,7121553.5,2396080.75,4128521.25,702718.88,2.33,-0.364,2.05,2.6,19990803
600844,0,58482.69,101652.42,372925.22,111922.85,182748.55,176025.25,1.73,-0.13,1.88,4.73,19940311
601333,21.8,565223.69,708353.69,3135597.5,582933.5,2249726,1156273.75,1.63,0.154,3.95,1.13,20061222
2109,0,35840,35840,167538.67,32326.85,128241.7,19684.25,0.55,-0.199,2.66,3.03,20070126
600250,0,25869.25,25869.25,160991.63,73364.09,7655.07,19247.6,0.74,-0.198,1.07,15.93,20010306
601188,20.41,121320,131587.84,522833,235753.97,158208.02,122167.77,0.93,0.198,2.87,1.88,20100319
603698,211.02,8877.05,41230,411144.31,281769.47,68562.86,105929.92,2.57,0.105,5.4,5.49,20150128
600599,0,16600,16600,117707.95,66659.74,2068.11,50607.8,3.05,-0.014,4.16,6.91,20010828
300264,0,31904.83,41310,67152.75,57081.96,1580.85,9648.55,0.23,-0.033,1.44,8.74,20110916
897,105.1,161720.06,161727.2,653757.25,620453.56,1024.68,30965.06,0.19,0.032,0.81,5.61,19990422
300426,98.79,13675.41,40000,232178.17,189105.72,653.1,35012.59,0.88,0.247,2.41,13.51,20150217
600973,31.06,66299.35,90526.85,1177639.75,883008,200684.56,157028.02,1.73,0.197,3.9,2.09,20040802
2144,43.65,13237.12,17676.25,203287.92,48262.95,28913.9,68704.25,3.89,0.436,9.23,2.75,20070803
600029,8.31,702265,981756.69,19258700,1390200,14417901,1395100,1.42,0.656,4.52,1.61,20030725
300437,194.32,7917.5,21832.19,139365.27,67687.15,14950.02,73416.11,3.36,0.13,5.3,5.31,20150423
2193,135.94,15996.49,26171.55,454060.31,306761.38,60724.76,169755.86,6.49,0.19,9.82,2.32,20071207
99,76.59,60607.03,60607.03,487564.44,148556.05,316737.56,103327.21,1.7,0.125,4.64,2.75,20000731
300421,98.42,4200,13055.46,124135.67,89527.32,25779.17,85384.36,6.54,0.37,8.67,4.75,20150217
565,83.35,43359.21,43359.21,134514.23,77248.05,22608.4,7218.67,0.17,0.124,1.91,7.23,19940408
300476,42.08,18430.05,37390,240460.41,154217.5,73066.31,57323.7,1.53,0.428,3.67,6.53,20150611
2307,147.43,55730.91,55732.71,1394375.88,925388.81,49197.51,50054.09,0.9,0.047,2.71,3.41,20091111
300251,42.04,275162.16,293360.84,898350.81,283501.56,2890.45,138081.59,0.47,0.198,2.34,4.73,20110803
300220,424.84,5766.58,12600,49743.21,31282.4,9158.7,8325.13,0.66,0.059,2.26,14.7,20110525
158,0,76578.56,127144.22,1191907.13,675026.63,136801.94,327852.31,2.58,-0.046,4.19,3.09,20000724
600873,22.73,206169.05,310822.66,1662343.25,423276.81,1091801.75,224245.16,0.72,0.214,2.79,2.32,19950217
88,40.08,194212.77,194220,816273.25,155706.86,15335.87,71086.15,0.37,0.139,2.95,2.52,19970728
2420,0,38895.28,40100,411852.22,281730.31,87693.42,80793.75,2.01,-0.117,3.98,2.57,20100601
585,0,60942.1,87337,43886.03,25468.5,5301.95,88342.24,1.01,-0.027,0.32,26.45,19951213
600501,0,40688.35,42128.35,438383.75,287277.63,86208.43,140981.81,3.35,-0.017,5.06,3.5,20010615
600132,25.67,48397.12,48397.12,398065.56,195066.81,116829.1,0,0,0.545,2.7,6.9,19971030
300016,61.27,25435.75,32599.32,102774.96,48795.96,16851.6,31564.23,0.97,0.251,2.96,6.93,20091030
2333,38.38,48496.96,50260.35,176285.47,67347.07,61882.95,45438.65,0.9,0.273,3.1,4.52,20100112
600883,133.56,23608.8,23608.8,70542.57,37112.95,1442.4,540.67,0.02,0.095,2.77,6.08,19951208
600182,64.11,17000,34000,238495.09,130137.45,100463.4,119.85,0,0.352,2.71,11.08,19990507
2042,19.02,83202.92,83299.25,960972.38,553714.63,317455.19,100276.4,1.2,0.482,4.76,2.57,20050427
2066,107.04,23100,23100,348030.19,244200.88,73224.96,16452.7,0.71,0.119,1.72,9.85,20060823
300008,61.06,17986.5,38183.14,367475.75,174607,30006.26,210910.3,5.52,0.37,7.47,3.4,20091030
603268,135.4,4114,8800,63715.15,42719.05,10282.92,24328.34,2.76,0.302,6.29,8.68,20150319
601111,10.25,852206.75,1308475.13,22916228,2075384.75,15216030,1650953.13,1.26,0.59,5.13,1.47,20060818
600425,0,137879.02,137879.02,1093204.5,209830.7,574859.06,320171.16,2.32,-0.135,3.18,1.49,20030724
600266,22.79,151704,156704,7215504,6033528,16194.65,379732.28,2.42,0.437,12.17,1.09,19990203
902,20.92,61694.12,131501.73,751391.94,381405.28,229778.72,68998.71,0.52,0.408,3.92,2.91,19990408
856,45.1,22700,22700,172117.86,140843.63,8077.81,38870.01,1.71,0.253,1.44,10.56,19980813
423,23.58,65386.73,65402.14,902160.13,675786.06,130160.76,68714,1.05,1.874,11.78,5,19960729
2437,24.76,212899.59,219829.03,843725.63,175405.77,167791.88,33963.9,0.15,0.259,1.73,4.95,20100623
2698,125.4,52058.37,68170,218963.91,172607.86,19602.75,18826.45,0.28,0.103,2.6,6.61,20120911
600372,113.5,175916.3,175916.3,1694494.25,1217991.63,284155.47,127452.61,0.72,0.126,3.33,5.73,20010706
2139,46.23,28704.28,45228,254628.95,160058.52,36338.9,95819.43,2.12,0.26,3.67,3.9,20070629
600605,122.32,14734.45,14734.45,125082.72,52784.4,56328.05,17890.89,1.21,0.152,3.9,6.37,19920327
300101,146.44,54909.51,55600,113623.36,79257.15,9029.9,4757.45,0.09,0.118,1.55,14.85,20100806
300108,42.77,33073.62,63601.46,251792.92,110886.47,44302.18,69918.43,1.1,0.168,2.68,3.58,20100825
300358,71.04,13945.36,44633.12,274816.72,152109.94,64658.86,78396.8,1.76,0.22,3.55,5.68,20140121
2580,85.13,16927.73,22100.99,197646.47,144975.11,39840.55,66635,3.02,0.178,5.24,3.84,20110506
300211,364.47,17356.6,30267.59,59437.88,35664.12,14884.9,3736.85,0.12,0.028,1.67,8.06,20110505
300057,100.47,26756.5,43966.48,458191.41,196406.94,153955.75,123146.82,2.8,0.115,5.23,2.94,20100226
300356,194.87,11902.86,16612.18,224676.16,123856.92,20991.65,101740.36,6.12,0.148,8.7,4.42,20121009
600098,17.91,272619.66,272619.66,3603144.75,816514.06,1587758.63,382598.78,1.4,0.363,5.6,1.55,19970718
779,0,18644.09,18644.09,89475.7,42347.12,41122.68,32181.25,1.73,-0.259,0.84,23.99,19970528
650,26.54,123799.5,123834,367579.69,183044.73,55321.63,30400.15,0.25,0.218,2.15,3.6,19961210
601009,7.61,576393.06,605872,102321760,0,511091,1518646.25,2.51,1.048,10.17,1.05,20070719
300056,68.56,25081.42,37419.73,281619.19,145300.66,24381.13,74902.11,2,0.23,3.63,5.61,20100226
600118,121.64,118248.9,118248.9,1110945.63,869851.13,62552.44,161232.95,1.36,0.197,3.99,8.02,19970908
2064,0,151284.42,167680,515867.91,184729.98,229247.16,1968.8,0.01,-0.216,1.76,2.75,20060823
600638,45.59,56116.39,56116.39,1123193,868353.88,970.3,102758.4,1.83,0.24,6.54,2.23,19930326
600217,140.04,69198.27,134158.75,339095.91,273117.19,40252.48,-38920.2,-0.29,0.047,0.7,12.61,19991216
300214,40.31,29451.41,40500,148346.77,85858.86,48158.89,44838.37,1.11,0.164,3.32,2.66,20110511
300104,115.71,125055.35,198168.02,2886850.75,1414655.75,112686.8,588017.75,2.97,0.26,4.96,7.75,20100812
600099,1240.03,21912,21912,60191.8,41713.34,12510.5,19940.75,0.91,0.008,2.16,6.38,19970704
601158,22.61,480000,480000,2003006.25,895962.19,739162.31,459543.5,0.96,0.262,2.83,2.79,20100329
300051,81.37,22715.14,36995.35,138667.06,22689.13,5772.33,56128.83,1.52,0.16,2.57,6.53,20100211
600874,26.09,108722.84,142722.84,1068389.13,361249,42519.4,38231.1,0.27,0.257,3.27,2.73,19950630
300474,133.46,6700,26700,94483.13,77633.25,935.82,23074.8,0.86,0.36,3.2,18.92,20160331
300250,66.88,10762.07,22995.17,175807.09,72838.07,1509.12,110349.17,4.8,0.33,6.89,4.18,20110803
300020,37.16,62076.35,65578.9,569381.5,432907.94,20621.27,135697.84,2.07,0.361,4.83,3.71,20091030
2570,0,102058.42,102252,566408.13,318840.53,156357.48,118346.17,1.16,-0.4,3.18,3.76,20110412
600125,40.61,130552.18,130552.18,712751.06,412584.03,236602.95,15779.55,0.12,0.148,3.8,2.1,19980511
600127,247.99,54445.96,64178.32,159966.36,88360.63,51382.37,46615.17,0.73,0.021,1.16,6.02,19980506
600702,110.97,33730,33730,373879.88,259703.88,58689.65,80197.34,2.38,0.162,6.82,3.53,19960524
767,20502.47,225372.48,225373.78,4053260.5,816232.81,2205825.5,228593.95,1.01,0,2.57,1.56,19970609
300270,106.99,14456.5,27256.24,88778.65,64503.63,5402.21,14612.5,0.54,0.12,2.25,7.57,20111012
988,68.05,89111.65,89111.65,561069.69,373187.22,110632.57,93271.55,1.05,0.188,3.48,4.91,20000608
561,82.93,59399.19,59584.46,224923.45,181353.02,15988.94,5196.33,0.09,0.118,1.84,7.12,19940509
600892,122.78,6289.93,13986.59,243552.97,99101.28,1230.58,157581.86,11.27,0.456,11.3,6.6,19960315
600241,0,19295.91,22619.21,237794.22,143226.48,24978.46,37956.14,1.68,-0.043,3.1,5.53,20001128
300163,109.25,32994.33,47400,122065.5,48371.73,32585.35,9409.44,0.2,0.097,1.51,9.33,20110113
2644,107.58,51065.69,51065.69,174359.06,120656.15,15675.27,32801.31,0.64,0.091,2.5,5.25,20111222
300541,282.71,3000,12000,108420.51,107081.75,577.87,35528.6,2.96,0.26,5.62,13.3,20160913
2398,28.6,25489.44,34273.19,255840.38,163183.55,38625.19,57738.42,1.68,0.371,6.1,2.32,20100506
600152,0,29349.41,29349.41,113377.77,44550.53,35991.12,15943.9,0.54,-0.232,1.86,6.51,19980609
2060,53.9,60081.83,60113.1,1557912,736340.44,578326,120188.25,2,0.113,4.36,1.86,20060810
2513,50.13,21302.64,34008.62,419169.56,124256.07,168335.98,181164.13,5.33,0.258,7.33,2.35,20101203
600126,33.68,83893.88,259783.78,2546231,1055146.88,1028924.38,1129462.5,4.35,0.28,5.46,1.67,19980311
300424,159.36,7128.27,13307,103759.78,60913.05,27274.61,30312.88,2.28,0.277,6.4,9.21,20150422
600795,9.29,1965039.75,1965039.75,25593970,1800148.75,17629602,640570.38,0.33,0.24,2.7,1.13,19970318
300040,76.35,19844.84,34607.92,230987.97,139915.23,44618.45,81762.65,2.36,0.12,4.91,2.49,20100108
300193,52.06,36111,50793.92,241079.97,194007.42,37195.39,127758.55,2.52,0.17,4.14,2.71,20110322
400,53.51,73743.25,100832.72,1321716.75,1149360.25,97778.86,83059.61,0.82,0.243,6.38,2.71,19970418
2197,224.53,33721.8,51967.87,465608.44,283918.22,82276.56,180988.05,3.48,0.07,5.19,3.54,20071218
600406,36.38,220575.34,242895.31,1613004.25,1466239.75,48677.9,114843.95,0.47,0.316,3.36,4.56,20031016
877,1092.04,88004.97,88010.13,1969193,428801.19,1387675.63,308664.44,3.51,0.005,6.68,1.07,19990107
300448,335.96,6541.66,20220.22,78251.59,55802.05,5906.65,25156.57,1.24,0.069,2.92,10.52,20150424
600088,0,33142.19,33142.19,139904.81,95343.92,37749.12,31993.48,0.97,-0.038,3.41,6.95,19970616
601616,0,93557.5,93557.5,285808.56,178267.41,62396.05,134255.97,1.44,-0.089,2.52,2.86,20110201
2481,76.83,122299.65,126339,447053.44,273726.91,96623.15,61699.26,0.49,0.081,2.1,3.92,20100921
828,14.14,103951.7,103951.7,848974.38,259917.22,193417.02,114008.05,1.1,0.603,4.71,2.41,19970617
2220,36.76,38948.12,54748.57,482998.84,245393.88,47508.57,100798.99,1.84,0.28,4.8,2.8,20080228
600644,15.24,32648,53840.07,262914.31,56275.94,127205.61,137333.34,2.55,0.458,2.33,3.98,19930426
600561,85343.05,23706.4,23706.4,596579.5,162785.06,233585.91,47893.71,2.02,0,6.32,2.47,20020716
2192,5102.93,19048.94,25965.51,96009.25,30765.86,12430.26,51183.68,1.97,0.004,2.82,9.58,20071205
683,181.63,209275.81,390077.31,2285438.25,707010.69,974092.69,171474.19,0.44,0.02,2.22,1.41,19970131
600704,18.13,89179.7,287112.16,8407020,5951649,477170.91,545799.13,1.9,0.37,6.76,1.54,19960606
600018,22.92,2275518,2317367.5,11743653,2458030.5,3481940,868622.63,0.37,0.171,2.59,2.02,20061026
300383,82.82,35167.14,72317.57,853992.38,261512.52,244443.05,478932.69,6.62,0.33,8.18,3.96,20140129
600243,0,23685,43885,292164.78,190068.13,75152.15,124394.57,2.83,-0.118,3.98,2.89,20001120
600695,1302.67,36646.71,71113.21,116633.38,48510.73,6894.86,38475.9,0.54,0.005,0.95,9.94,19931122
55,76.35,41998.67,78909.47,606644.75,486659.31,56503.44,50678.4,0.64,0.15,2.31,6.39,19960415
623,14.36,80692.95,89443.84,1932849.63,262118.09,173727.63,406667.25,4.55,1.45,19.72,1.39,19961028
2531,23.99,147335.94,148140,633678.5,265585.06,263726.66,1026.64,0.01,0.232,1.73,4.28,20101231
603558,81.58,7500,37050,232603.77,133526.41,52916.5,108168.27,2.92,0.3,4.93,6.23,20150127
2473,0,15750,16000,45200.93,26095.22,10380.3,22195.42,1.39,-0.123,2.34,11.79,20100910
300501,108.77,1338,5338,62686.98,41898.46,8869.61,31960.13,5.99,0.95,10.41,12.43,20160204
300389,60.55,9251.03,31946.22,152298.38,97463.61,31660.99,7353.06,0.23,0.302,2.89,8.46,20140801
2375,43.9,113150.88,133999.66,1704314.38,1460699.88,48529.59,183730.72,1.37,0.2,5.32,2.2,20100323
536,43.79,77707.49,172877.05,1938577,1575785.25,181789.34,962007.81,5.56,0.53,7.5,1.84,19931126
2072,94.49,17600,17600,78562,55506.08,150.58,19168.22,1.09,0.186,0.65,36.07,20061018
600008,39.22,482061.41,482061.41,3952554.5,1546498.63,466189.81,29795.51,0.06,0.081,1.91,2.22,20000427
2545,131,31135.5,131639.75,859228.13,266215.78,55523.05,454167.19,3.45,0.061,5.09,2.1,20110211
300415,46.99,15900,24000,175804.55,93119.18,37980.59,22821.45,0.95,0.308,3.36,5.75,20150123
600257,815.53,42705,48123.71,148478.2,80737.32,19168.47,12040.44,0.25,0.011,1.76,6.73,20000612
300157,1395.15,57717.39,71277.21,563452.38,272802.72,75572.17,237116.95,3.33,0.005,5.08,1.91,20110107
